submission_id,config,run_index,model_name,pipeline_version,overall,novelty,rigor,applicability,clarity,citation,input_tokens,output_tokens,evaluation_id,run_kind
fnLfv5jieI,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,20416,216,,adhoc
SYBfaOcbmw,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,29439,201,,adhoc
hKxYESOzen,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,42231,235,,adhoc
920RxFvsMx,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,25395,274,,adhoc
aITKXFeivk,naive_mini,0,gpt-5.4-mini,naive,63,,,,,,23417,244,,adhoc
6T4LR1oRwA,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,17578,172,,adhoc
8eYOBBgP05,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,44816,245,,adhoc
uCx8RAY8ac,naive_mini,0,gpt-5.4-mini,naive,34,,,,,,37524,251,,adhoc
IdF6JqXWzx,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,34384,274,,adhoc
a2XmC7rHIU,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,34448,239,,adhoc
qW05yhm3Zo,naive_mini,0,gpt-5.4-mini,naive,76,,,,,,44408,259,,adhoc
jymuXl8GYi,naive_mini,0,gpt-5.4-mini,naive,77,,,,,,22562,325,,adhoc
ejR5lXhZTT,naive_mini,0,gpt-5.4-mini,naive,24,,,,,,31692,217,,adhoc
RPowYXiRmW,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,48214,255,,adhoc
NnEfjLA50a,naive_mini,0,gpt-5.4-mini,naive,28,,,,,,32107,182,,adhoc
9Q0dNBYeEY,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,24912,237,,adhoc
iKRQMeC7yO,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,53955,316,,adhoc
HAxD3sDrxh,naive_mini,0,gpt-5.4-mini,naive,70,,,,,,35629,267,,adhoc
azcQJtcYTE,naive_mini,0,gpt-5.4-mini,naive,76,,,,,,30793,329,,adhoc
sjnErRHXf3,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,32345,235,,adhoc
thoPskdIcE,naive_mini,0,gpt-5.4-mini,naive,70,,,,,,78340,331,,adhoc
83RFO7Zzgn,naive_mini,0,gpt-5.4-mini,naive,57,,,,,,22134,295,,adhoc
kdeiRledV6,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,57242,244,,adhoc
NEkYHQSXvQ,naive_mini,0,gpt-5.4-mini,naive,18,,,,,,51414,172,,adhoc
fwYTXwoiCQ,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,22667,186,,adhoc
M3CeHnZKNC,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,52360,189,,adhoc
67KERrQ3id,naive_mini,0,gpt-5.4-mini,naive,52,,,,,,43813,294,,adhoc
D8oqcochgq,naive_mini,0,gpt-5.4-mini,naive,76,,,,,,21755,245,,adhoc
URbsHlTK8c,naive_mini,0,gpt-5.4-mini,naive,79,,,,,,34059,279,,adhoc
gHRoX4vXm3,naive_mini,0,gpt-5.4-mini,naive,82,,,,,,47794,199,,adhoc
4tFOGcnGUd,naive_mini,0,gpt-5.4-mini,naive,63,,,,,,46462,405,,adhoc
laN0mgvF2Y,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,59831,164,,adhoc
k3DZzBl2EZ,naive_mini,0,gpt-5.4-mini,naive,76,,,,,,33826,230,,adhoc
wySMuWHmt4,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,18106,178,,adhoc
yli4zJhJB0,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,32047,332,,adhoc
329w99DBGk,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,22581,208,,adhoc
80vjyj5o7l,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,87175,261,,adhoc
fJY2fKDqJM,naive_mini,0,gpt-5.4-mini,naive,55,,,,,,28385,238,,adhoc
vGkXf8nvt9,naive_mini,0,gpt-5.4-mini,naive,44,,,,,,31390,272,,adhoc
a4S1nQay3b,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,28016,248,,adhoc
YvmR4vNai2,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,44797,280,,adhoc
eETr3lrOQB,naive_mini,0,gpt-5.4-mini,naive,41,,,,,,27144,327,,adhoc
JWx4DI2N8k,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,29451,222,,adhoc
Zp2y9O3wEj,naive_mini,0,gpt-5.4-mini,naive,71,,,,,,33529,199,,adhoc
KNAyc9DMe3,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,29192,199,,adhoc
aMs6FtNaY5,naive_mini,0,gpt-5.4-mini,naive,77,,,,,,40165,242,,adhoc
yCtgZ2G39E,naive_mini,0,gpt-5.4-mini,naive,48,,,,,,26782,244,,adhoc
wwPSfcf5Pj,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,25861,260,,adhoc
gu3DRaDWiI,naive_mini,0,gpt-5.4-mini,naive,76,,,,,,42159,296,,adhoc
jY7fAo9rfK,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,70656,243,,adhoc
KhbaH59t4v,naive_mini,0,gpt-5.4-mini,naive,55,,,,,,26448,241,,adhoc
BKRJowxP3H,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,42717,207,,adhoc
NakMHPljT7,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,32743,388,,adhoc
XzXKnazRBF,naive_mini,0,gpt-5.4-mini,naive,67,,,,,,28645,299,,adhoc
rv0j1CyRQK,naive_mini,0,gpt-5.4-mini,naive,60,,,,,,25562,194,,adhoc
qSO5tjYBTw,naive_mini,0,gpt-5.4-mini,naive,34,,,,,,34992,177,,adhoc
7JbWlwNltD,naive_mini,0,gpt-5.4-mini,naive,56,,,,,,36413,180,,adhoc
aEJBuRQSBg,naive_mini,0,gpt-5.4-mini,naive,28,,,,,,33335,303,,adhoc
P38RYdkFLI,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,136927,216,,adhoc
M7eWB695jp,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,28612,267,,adhoc
